gid,경도,위도
다바667706,127.1271163131,36.8334811859
다바667707,127.1271119376,36.8343826350
다바667708,127.1271075620,36.8352840840
다바667709,127.1271031861,36.8361855328
다바667710,127.1270988101,36.8370869815
다바667711,127.1270944339,36.8379884300
다바667712,127.1270900575,36.8388898784
다바667713,127.1270856808,36.8397913267
다바667714,127.1270813040,36.8406927748
다바667715,127.1270769270,36.8415942228
다바667716,127.1270725498,36.8424956707
다바667717,127.1270681724,36.8433971184
다바667718,127.1270637948,36.8442985660
다바667719,127.1270594170,36.8452000134
다바667720,127.1270550390,36.8461014607
다바667721,127.1270506609,36.8470029079
다바667722,127.1270462825,36.8479043549
다바667723,127.1270419039,36.8488058018
다바667724,127.1270375252,36.8497072486
다바667725,127.1270331462,36.8506086952
다바667726,127.1270287671,36.8515101417
다바667727,127.1270243877,36.8524115880
다바667728,127.1270200082,36.8533130342
다바667729,127.1270156284,36.8542144803
다바667730,127.1270112485,36.8551159262
다바667731,127.1270068684,36.8560173720
다바667732,127.1270024881,36.8569188177
다바667733,127.1269981076,36.8578202632
다바667734,127.1269937268,36.8587217086
다바667735,127.1269893459,36.8596231538
다바667736,127.1269849648,36.8605245989
다바667737,127.1269805835,36.8614260439
다바667738,127.1269762021,36.8623274887
다바667739,127.1269718204,36.8632289334
다바667740,127.1269674385,36.8641303779
다바667741,127.1269630564,36.8650318224
다바667742,127.1269586742,36.8659332666
다바667743,127.1269542917,36.8668347108
다바667744,127.1269499090,36.8677361548
다바667745,127.1269455262,36.8686375987
다바667746,127.1269411431,36.8695390424
다바667747,127.1269367599,36.8704404860
다바667748,127.1269323765,36.8713419294
다바667749,127.1269279928,36.8722433728
다바667750,127.1269236090,36.8731448159
다바667751,127.1269192250,36.8740462590
다바667752,127.1269148408,36.8749477019
다바667753,127.1269104563,36.8758491447
다바667754,127.1269060717,36.8767505873
다바667755,127.1269016869,36.8776520298
다바667756,127.1268973019,36.8785534721
다바667757,127.1268929167,36.8794549144
다바667758,127.1268885313,36.8803563564
다바667759,127.1268841458,36.8812577984
다바667760,127.1268797600,36.8821592402
다바667761,127.1268753740,36.8830606819
다바667762,127.1268709878,36.8839621234
다바667763,127.1268666015,36.8848635648
다바667764,127.1268622149,36.8857650060
다바667765,127.1268578282,36.8866664471
다바667766,127.1268534412,36.8875678881
다바667767,127.1268490541,36.8884693290
다바667768,127.1268446667,36.8893707697
다바667769,127.1268402792,36.8902722102
다바667770,127.1268358915,36.8911736507
다바667771,127.1268315036,36.8920750910
다바667772,127.1268271154,36.8929765311
다바667773,127.1268227271,36.8938779711
다바667774,127.1268183386,36.8947794110
다바667775,127.1268139499,36.8956808508
다바667776,127.1268095610,36.8965822904
다바667777,127.1268051719,36.8974837298
다바667778,127.1268007826,36.8983851692
다바667779,127.1267963931,36.8992866084
다바667780,127.1267920035,36.9001880474
다바667781,127.1267876136,36.9010894863
다바667782,127.1267832235,36.9019909251
다바667783,127.1267788332,36.9028923638
다바667784,127.1267744428,36.9037938023
다바667785,127.1267700521,36.9046952406
다바667786,127.1267656613,36.9055966789
다바667787,127.1267612702,36.9064981169
다바667788,127.1267568790,36.9073995549
다바667789,127.1267524875,36.9083009927
다바667790,127.1267480959,36.9092024304
다바667791,127.1267437041,36.9101038679
다바667792,127.1267393120,36.9110053053
다바667793,127.1267349198,36.9119067426
다바667794,127.1267305274,36.9128081797
다바667795,127.1267261348,36.9137096167
다바667796,127.1267217420,36.9146110536
다바667797,127.1267173490,36.9155124903
다바667798,127.1267129558,36.9164139269
다바667799,127.1267085624,36.9173153633
다바667800,127.1267041688,36.9182167996
다바667801,127.1266997750,36.9191182358
다바667802,127.1266953811,36.9200196718
다바667803,127.1266909869,36.9209211077
다바667804,127.1266865925,36.9218225435
다바667805,127.1266821979,36.9227239791
다바667806,127.1266778032,36.9236254146
다바667807,127.1266734082,36.9245268499
다바667808,127.1266690131,36.9254282851
다바667809,127.1266646177,36.9263297202
다바667810,127.1266602222,36.9272311551
다바667811,127.1266558264,36.9281325899
다바667812,127.1266514305,36.9290340245
다바667813,127.1266470344,36.9299354591
다바667814,127.1266426381,36.9308368934
다바667815,127.1266382415,36.9317383277
다바667816,127.1266338448,36.9326397618
다바667817,127.1266294479,36.9335411957
다바667818,127.1266250508,36.9344426296
다바667819,127.1266206535,36.9353440633
다바667820,127.1266162560,36.9362454968
다바667821,127.1266118583,36.9371469302
다바667822,127.1266074604,36.9380483635
다바667823,127.1266030623,36.9389497966
다바667824,127.1265986641,36.9398512297
다바667825,127.1265942656,36.9407526625
다바667826,127.1265898669,36.9416540952
다바667827,127.1265854680,36.9425555278
다바667828,127.1265810690,36.9434569603
다바667829,127.1265766697,36.9443583926
다바667830,127.1265722703,36.9452598248
다바667831,127.1265678706,36.9461612568
다바667832,127.1265634708,36.9470626887
다바667833,127.1265590707,36.9479641205
다바667834,127.1265546705,36.9488655521
다바667835,127.1265502701,36.9497669836
다바667836,127.1265458694,36.9506684149
다바667837,127.1265414686,36.9515698462
다바667838,127.1265370676,36.9524712772
다바667839,127.1265326664,36.9533727082
다바667840,127.1265282649,36.9542741390
다바667841,127.1265238633,36.9551755696
다바667842,127.1265194615,36.9560770002
다바667843,127.1265150595,36.9569784305
다바667844,127.1265106573,36.9578798608
다바667845,127.1265062550,36.9587812909
다바667846,127.1265018524,36.9596827209
다바667847,127.1264974496,36.9605841507
다바667848,127.1264930466,36.9614855804
다바667849,127.1264886434,36.9623870100
다바667850,127.1264842401,36.9632884394
다바667851,127.1264798365,36.9641898687
다바667852,127.1264754327,36.9650912978
다바667853,127.1264710288,36.9659927269
다바667854,127.1264666246,36.9668941557
다바667855,127.1264622203,36.9677955845
다바668500,127.1291322556,36.6477832326
다바668501,127.1291279331,36.6486847101
다바668502,127.1291236104,36.6495861875
다바668503,127.1291192875,36.6504876647
다바668504,127.1291149644,36.6513891418
다바668505,127.1291106411,36.6522906187
다바668506,127.1291063176,36.6531920955
다바668507,127.1291019939,36.6540935722
다바668508,127.1290976701,36.6549950487
다바668509,127.1290933460,36.6558965251
다바668510,127.1290890218,36.6567980014
다바668511,127.1290846973,36.6576994775
다바668512,127.1290803727,36.6586009535
다바668513,127.1290760479,36.6595024293
다바668514,127.1290717229,36.6604039051
다바668515,127.1290673976,36.6613053806
다바668516,127.1290630722,36.6622068561
다바668517,127.1290587467,36.6631083314
다바668518,127.1290544209,36.6640098065
다바668519,127.1290500949,36.6649112815
다바668520,127.1290457687,36.6658127564
다바668521,127.1290414424,36.6667142312
다바668522,127.1290371158,36.6676157058
다바668523,127.1290327890,36.6685171803
다바668524,127.1290284621,36.6694186546
다바668525,127.1290241350,36.6703201288
다바668526,127.1290198077,36.6712216029
다바668527,127.1290154801,36.6721230768
다바668528,127.1290111524,36.6730245506
다바668529,127.1290068245,36.6739260242
다바668530,127.1290024964,36.6748274977
다바668531,127.1289981681,36.6757289711
다바668532,127.1289938397,36.6766304444
다바668533,127.1289895110,36.6775319175
다바668534,127.1289851821,36.6784333904
다바668535,127.1289808531,36.6793348633
다바668536,127.1289765238,36.6802363359
다바668537,127.1289721944,36.6811378085
다바668538,127.1289678647,36.6820392809
다바668539,127.1289635349,36.6829407532
다바668540,127.1289592049,36.6838422253
다바668541,127.1289548747,36.6847436973
다바668542,127.1289505443,36.6856451692
다바668543,127.1289462137,36.6865466409
다바668544,127.1289418829,36.6874481125
다바668545,127.1289375519,36.6883495840
다바668546,127.1289332207,36.6892510553
다바668547,127.1289288894,36.6901525265
다바668548,127.1289245578,36.6910539975
다바668549,127.1289202260,36.6919554684
다바668550,127.1289158941,36.6928569392
다바668551,127.1289115620,36.6937584098
다바668552,127.1289072296,36.6946598803
다바668553,127.1289028971,36.6955613507
다바668554,127.1288985644,36.6964628209
다바668555,127.1288942315,36.6973642910
다바668556,127.1288898984,36.6982657609
다바668557,127.1288855651,36.6991672307
다바668558,127.1288812316,36.7000687004
다바668559,127.1288768979,36.7009701700
다바668560,127.1288725641,36.7018716393
다바668561,127.1288682300,36.7027731086
다바668562,127.1288638957,36.7036745777
다바668563,127.1288595613,36.7045760467
다바668564,127.1288552266,36.7054775156
다바668565,127.1288508918,36.7063789843
다바668566,127.1288465568,36.7072804528
다바668567,127.1288422216,36.7081819213
다바668568,127.1288378861,36.7090833896
다바668569,127.1288335505,36.7099848577
다바668570,127.1288292147,36.7108863258
다바668571,127.1288248787,36.7117877937
다바668572,127.1288205426,36.7126892614
다바668573,127.1288162062,36.7135907290
다바668574,127.1288118696,36.7144921965
다바668575,127.1288075328,36.7153936638
다바668576,127.1288031959,36.7162951310
다바668577,127.1287988587,36.7171965981
다바668578,127.1287945214,36.7180980650
다바668579,127.1287901839,36.7189995318
다바668580,127.1287858461,36.7199009985
다바668581,127.1287815082,36.7208024650
다바668582,127.1287771701,36.7217039314
다바668583,127.1287728318,36.7226053976
다바668584,127.1287684933,36.7235068637
다바668585,127.1287641546,36.7244083297
다바668586,127.1287598157,36.7253097955
다바668587,127.1287554766,36.7262112612
다바668588,127.1287511374,36.7271127267
다바668589,127.1287467979,36.7280141921
다바668590,127.1287424583,36.7289156574
다바668591,127.1287381184,36.7298171226
다바668592,127.1287337784,36.7307185876
다바668593,127.1287294381,36.7316200524
다바668594,127.1287250977,36.7325215172
다바668595,127.1287207571,36.7334229818
다바668596,127.1287164163,36.7343244462
다바668597,127.1287120753,36.7352259105
다바668598,127.1287077341,36.7361273747
다바668599,127.1287033927,36.7370288388
다바668600,127.1286990511,36.7379303027
다바668601,127.1286947093,36.7388317664
다바668602,127.1286903673,36.7397332301
다바668603,127.1286860252,36.7406346936
다바668604,127.1286816828,36.7415361569
다바668605,127.1286773402,36.7424376201
다바668606,127.1286729975,36.7433390832
다바668607,127.1286686546,36.7442405462
다바668608,127.1286643114,36.7451420090
다바668609,127.1286599681,36.7460434716
다바668610,127.1286556246,36.7469449342
다바668611,127.1286512809,36.7478463966
다바668612,127.1286469370,36.7487478588
다바668613,127.1286425929,36.7496493209
다바668614,127.1286382486,36.7505507829
다바668615,127.1286339041,36.7514522448
다바668616,127.1286295594,36.7523537065
다바668617,127.1286252146,36.7532551680
다바668618,127.1286208695,36.7541566295
다바668619,127.1286165242,36.7550580908
다바668620,127.1286121788,36.7559595519
다바668621,127.1286078331,36.7568610130
다바668622,127.1286034873,36.7577624738
다바668623,127.1285991413,36.7586639346
다바668624,127.1285947951,36.7595653952
다바668625,127.1285904486,36.7604668557
다바668626,127.1285861020,36.7613683160
다바668627,127.1285817552,36.7622697762
다바668628,127.1285774082,36.7631712363
다바668629,127.1285730610,36.7640726962
다바668630,127.1285687137,36.7649741560
다바668631,127.1285643661,36.7658756156
다바668632,127.1285600183,36.7667770751
다바668633,127.1285556704,36.7676785345
다바668634,127.1285513222,36.7685799937
다바668635,127.1285469739,36.7694814528
다바668636,127.1285426253,36.7703829118
다바668637,127.1285382766,36.7712843706
다바668638,127.1285339276,36.7721858293
다바668639,127.1285295785,36.7730872879
다바668640,127.1285252292,36.7739887463
다바668641,127.1285208797,36.7748902046
다바668642,127.1285165300,36.7757916627
다바668643,127.1285121801,36.7766931207
다바668644,127.1285078300,36.7775945786
다바668645,127.1285034797,36.7784960363
다바668646,127.1284991293,36.7793974939
다바668647,127.1284947786,36.7802989513
다바668648,127.1284904277,36.7812004086
다바668649,127.1284860767,36.7821018658
다바668650,127.1284817254,36.7830033228
다바668651,127.1284773740,36.7839047797
다바668652,127.1284730223,36.7848062365
다바668653,127.1284686705,36.7857076931
다바668654,127.1284643185,36.7866091496
다바668655,127.1284599663,36.7875106060
다바668656,127.1284556138,36.7884120622
다바668657,127.1284512612,36.7893135183
다바668658,127.1284469084,36.7902149742
다바668659,127.1284425555,36.7911164300
다바668660,127.1284382023,36.7920178857
다바668661,127.1284338489,36.7929193412
다바668662,127.1284294953,36.7938207966
다바668663,127.1284251415,36.7947222518
다바668664,127.1284207876,36.7956237070
다바668665,127.1284164334,36.7965251619
다바668666,127.1284120791,36.7974266168
다바668667,127.1284077245,36.7983280715
다바668668,127.1284033698,36.7992295260
다바668669,127.1283990149,36.8001309805
다바668670,127.1283946598,36.8010324348
다바668671,127.1283903044,36.8019338889
다바668672,127.1283859489,36.8028353429
다바668673,127.1283815932,36.8037367968
다바668674,127.1283772373,36.8046382506
다바668675,127.1283728812,36.8055397042
다바668676,127.1283685250,36.8064411576
다바668677,127.1283641685,36.8073426110
다바668678,127.1283598118,36.8082440641
다바668679,127.1283554549,36.8091455172
다바668680,127.1283510979,36.8100469701
다바668681,127.1283467406,36.8109484229
다바668682,127.1283423832,36.8118498755
다바668683,127.1283380256,36.8127513280
다바668684,127.1283336677,36.8136527804
다바668685,127.1283293097,36.8145542326
다바668686,127.1283249515,36.8154556847
다바668687,127.1283205931,36.8163571367
다바668688,127.1283162344,36.8172585885
다바668689,127.1283118756,36.8181600402
다바668690,127.1283075166,36.8190614917
다바668691,127.1283031575,36.8199629431
다바668692,127.1282987981,36.8208643944
다바668693,127.1282944385,36.8217658455
다바668694,127.1282900787,36.8226672965
다바668695,127.1282857187,36.8235687474
다바668696,127.1282813586,36.8244701981
다바668697,127.1282769982,36.8253716487
다바668698,127.1282726377,36.8262730991
다바668699,127.1282682769,36.8271745494
다바668700,127.1282639160,36.8280759996
다바668701,127.1282595549,36.8289774496
다바668702,127.1282551936,36.8298788995
다바668703,127.1282508320,36.8307803493
다바668704,127.1282464703,36.8316817989
다바668705,127.1282421084,36.8325832484
다바668706,127.1282377463,36.8334846977
다바668707,127.1282333840,36.8343861469
다바668708,127.1282290215,36.8352875960
다바668709,127.1282246589,36.8361890449
다바668710,127.1282202960,36.8370904937
다바668711,127.1282159329,36.8379919424
다바668712,127.1282115696,36.8388933909
다바668713,127.1282072062,36.8397948393
다바668714,127.1282028425,36.8406962875
다바668715,127.1281984787,36.8415977356
다바668716,127.1281941146,36.8424991836
다바668717,127.1281897504,36.8434006314
다바668718,127.1281853860,36.8443020791
다바668719,127.1281810214,36.8452035267
다바668720,127.1281766565,36.8461049741
다바668721,127.1281722915,36.8470064214
다바668722,127.1281679263,36.8479078685
다바668723,127.1281635609,36.8488093155
다바668724,127.1281591953,36.8497107624
다바668725,127.1281548295,36.8506122091
다바668726,127.1281504636,36.8515136557
다바668727,127.1281460974,36.8524151022
다바668728,127.1281417310,36.8533165485
다바668729,127.1281373645,36.8542179947
다바668730,127.1281329977,36.8551194407
다바668731,127.1281286307,36.8560208866
다바668732,127.1281242636,36.8569223324
다바668733,127.1281198963,36.8578237780
다바668734,127.1281155287,36.8587252235
다바668735,127.1281111610,36.8596266689
다바668736,127.1281067931,36.8605281141
다바668737,127.1281024250,36.8614295592
다바668738,127.1280980566,36.8623310041
다바668739,127.1280936881,36.8632324490
다바668740,127.1280893194,36.8641338936
다바668741,127.1280849505,36.8650353382
다바668742,127.1280805814,36.8659367826
다바668743,127.1280762122,36.8668382268
다바668744,127.1280718427,36.8677396709
다바668745,127.1280674730,36.8686411149
다바668746,127.1280631031,36.8695425588
다바668747,127.1280587331,36.8704440025
다바668748,127.1280543628,36.8713454460
다바668749,127.1280499924,36.8722468895
다바668750,127.1280456217,36.8731483328
다바668751,127.1280412509,36.8740497759
다바668752,127.1280368799,36.8749512189
다바668753,127.1280325086,36.8758526618
다바668754,127.1280281372,36.8767541046
다바668755,127.1280237656,36.8776555472
다바668756,127.1280193938,36.8785569896
다바668757,127.1280150218,36.8794584320
다바668758,127.1280106496,36.8803598742
다바668759,127.1280062772,36.8812613162
다바668760,127.1280019046,36.8821627581
다바668761,127.1279975318,36.8830641999
다바668762,127.1279931588,36.8839656416
다바668763,127.1279887857,36.8848670831
다바668764,127.1279844123,36.8857685245
다바668765,127.1279800387,36.8866699657
다바668766,127.1279756650,36.8875714068
다바668767,127.1279712910,36.8884728477
다바668768,127.1279669169,36.8893742886
다바668769,127.1279625425,36.8902757292
다바668770,127.1279581680,36.8911771698
다바668771,127.1279537933,36.8920786102
다바668772,127.1279494184,36.8929800505
다바668773,127.1279450432,36.8938814906
다바668774,127.1279406679,36.8947829306
다바668775,127.1279362924,36.8956843704
다바668776,127.1279319167,36.8965858102
다바668777,127.1279275408,36.8974872498
다바668778,127.1279231647,36.8983886892
다바668779,127.1279187885,36.8992901285
다바668780,127.1279144120,36.9001915677
다바668781,127.1279100353,36.9010930067
다바668782,127.1279056584,36.9019944456
다바668783,127.1279012814,36.9028958844
다바668784,127.1278969041,36.9037973230
다바668785,127.1278925267,36.9046987615
다바668786,127.1278881490,36.9056001998
다바668787,127.1278837712,36.9065016380
다바668788,127.1278793931,36.9074030761
다바668789,127.1278750149,36.9083045140
다바668790,127.1278706365,36.9092059518
다바668791,127.1278662578,36.9101073895
다바668792,127.1278618790,36.9110088270
다바668793,127.1278575000,36.9119102644
다바668794,127.1278531208,36.9128117016
다바668795,127.1278487414,36.9137131387
다바668796,127.1278443618,36.9146145757
다바668797,127.1278399820,36.9155160125
다바668798,127.1278356020,36.9164174492
다바668799,127.1278312219,36.9173188858
다바668800,127.1278268415,36.9182203222
다바668801,127.1278224609,36.9191217585
다바668802,127.1278180801,36.9200231946
다바668803,127.1278136992,36.9209246306
다바668804,127.1278093180,36.9218260665
다바668805,127.1278049367,36.9227275022
다바668806,127.1278005551,36.9236289378
다바668807,127.1277961734,36.9245303733
다바668808,127.1277917915,36.9254318086
다바668809,127.1277874093,36.9263332438
다바668810,127.1277830270,36.9272346788
다바668811,127.1277786445,36.9281361137
다바668812,127.1277742618,36.9290375485
다바668813,127.1277698789,36.9299389831
다바668814,127.1277654958,36.9308404176
다바668815,127.1277611125,36.9317418520
다바668816,127.1277567290,36.9326432862
다바668817,127.1277523453,36.9335447202
다바668818,127.1277479614,36.9344461542
다바668819,127.1277435773,36.9353475880
다바668820,127.1277391930,36.9362490217
다바668821,127.1277348086,36.9371504552
다바668822,127.1277304239,36.9380518886
다바668823,127.1277260391,36.9389533218
다바668824,127.1277216540,36.9398547550
다바668825,127.1277172688,36.9407561879
다바668826,127.1277128833,36.9416576208
다바668827,127.1277084977,36.9425590535
다바668828,127.1277041118,36.9434604860
다바668829,127.1276997258,36.9443619185
다바668830,127.1276953396,36.9452633508
다바668831,127.1276909532,36.9461647829
다바668832,127.1276865666,36.9470662149
다바668833,127.1276821797,36.9479676468
다바668834,127.1276777927,36.9488690786
다바668835,127.1276734055,36.9497705102
다바668836,127.1276690181,36.9506719416
다바668837,127.1276646306,36.9515733730
다바668838,127.1276602428,36.9524748041
다바668839,127.1276558548,36.9533762352
다바668840,127.1276514666,36.9542776661
다바668841,127.1276470782,36.9551790969
다바668842,127.1276426897,36.9560805275
다바668843,127.1276383009,36.9569819580
다바668844,127.1276339120,36.9578833884
다바668845,127.1276295228,36.9587848186
다바668846,127.1276251335,36.9596862487
다바668847,127.1276207439,36.9605876787
다바668848,127.1276163542,36.9614891085
다바668849,127.1276119642,36.9623905382
다바668850,127.1276075741,36.9632919677
다바668851,127.1276031838,36.9641933971
다바668852,127.1275987933,36.9650948264
다바668853,127.1275944026,36.9659962555
다바668854,127.1275900116,36.9668976845
다바669498,127.1302596092,36.6459837548
다바669499,127.1302553002,36.6468852327
다바669500,127.1302509909,36.6477867104
다바669501,127.1302466814,36.6486881880
다바669502,127.1302423717,36.6495896655
다바669503,127.1302380618,36.6504911428
다바669504,127.1302337518,36.6513926200
다바669505,127.1302294415,36.6522940971
다바669506,127.1302251311,36.6531955740
다바669507,127.1302208205,36.6540970508
다바669508,127.1302165097,36.6549985274
다바669509,127.1302121986,36.6559000039
다바669510,127.1302078874,36.6568014803
다바669511,127.1302035760,36.6577029565
다바669512,127.1301992645,36.6586044326
다바669513,127.1301949527,36.6595059086
다바669514,127.1301906407,36.6604073844
다바669515,127.1301863285,36.6613088601
다바669516,127.1301820162,36.6622103356
다바669517,127.1301777036,36.6631118110
다바669518,127.1301733909,36.6640132863
다바669519,127.1301690780,36.6649147615
다바669520,127.1301647648,36.6658162365
다바669521,127.1301604515,36.6667177113
다바669522,127.1301561380,36.6676191860
다바669523,127.1301518243,36.6685206606
다바669524,127.1301475104,36.6694221351
다바669525,127.1301431964,36.6703236094
다바669526,127.1301388821,36.6712250836
다바669527,127.1301345676,36.6721265576
다바669528,127.1301302530,36.6730280315
다바669529,127.1301259381,36.6739295053
다바669530,127.1301216231,36.6748309789
다바669531,127.1301173078,36.6757324524
다바669532,127.1301129924,36.6766339258
다바669533,127.1301086768,36.6775353990
다바669534,127.1301043610,36.6784368720
다바669535,127.1301000450,36.6793383450
다바669536,127.1300957288,36.6802398178
다바669537,127.1300914124,36.6811412905
다바669538,127.1300870959,36.6820427630
다바669539,127.1300827791,36.6829442354
다바669540,127.1300784621,36.6838457076
다바669541,127.1300741450,36.6847471798
다바669542,127.1300698276,36.6856486517
다바669543,127.1300655101,36.6865501236
다바669544,127.1300611924,36.6874515953
다바669545,127.1300568745,36.6883530669
다바669546,127.1300525563,36.6892545383
다바669547,127.1300482380,36.6901560096
다바669548,127.1300439195,36.6910574807
다바669549,127.1300396009,36.6919589518
다바669550,127.1300352820,36.6928604226
다바669551,127.1300309629,36.6937618934
다바669552,127.1300266436,36.6946633640
다바669553,127.1300223242,36.6955648345
다바669554,127.1300180045,36.6964663048
다바669555,127.1300136847,36.6973677750
다바669556,127.1300093647,36.6982692451
다바669557,127.1300050445,36.6991707150
다바669558,127.1300007240,36.7000721848
다바669559,127.1299964034,36.7009736544
다바669560,127.1299920826,36.7018751239
다바669561,127.1299877616,36.7027765933
다바669562,127.1299834405,36.7036780625
다바669563,127.1299791191,36.7045795316
다바669564,127.1299747975,36.7054810006
다바669565,127.1299704758,36.7063824694
다바669566,127.1299661538,36.7072839381
다바669569,127.1299531868,36.7099883433
다바669570,127.1299488641,36.7108898115
다바669571,127.1299445412,36.7117912795
다바669572,127.1299402181,36.7126927473
다바669573,127.1299358948,36.7135942151
다바669574,127.1299315713,36.7144956827
다바669575,127.1299272476,36.7153971501
다바669576,127.1299229237,36.7162986174
다바669577,127.1299185996,36.7172000846
다바669578,127.1299142754,36.7181015516
다바669579,127.1299099509,36.7190030185
다바669580,127.1299056263,36.7199044853
다바669581,127.1299013015,36.7208059519
다바669582,127.1298969764,36.7217074184
다바669583,127.1298926512,36.7226088848
다바669584,127.1298883258,36.7235103510
다바669585,127.1298840002,36.7244118171
다바669586,127.1298796744,36.7253132830
다바669587,127.1298753484,36.7262147488
다바669588,127.1298710222,36.7271162145
다바669589,127.1298666958,36.7280176800
다바669590,127.1298623693,36.7289191454
다바669591,127.1298580425,36.7298206107
다바669592,127.1298537156,36.7307220758
다바669593,127.1298493884,36.7316235408
다바669594,127.1298450611,36.7325250056
다바669595,127.1298407336,36.7334264703
다바669596,127.1298364058,36.7343279349
다바669597,127.1298320779,36.7352293993
다바669598,127.1298277498,36.7361308636
다바669599,127.1298234215,36.7370323278
다바669600,127.1298190930,36.7379337918
다바669601,127.1298147643,36.7388352557
다바669602,127.1298104355,36.7397367194
다바669603,127.1298061064,36.7406381830
다바669604,127.1298017771,36.7415396465
다바669605,127.1297974477,36.7424411098
다바669606,127.1297931180,36.7433425730
다바669607,127.1297887882,36.7442440361
다바669608,127.1297844582,36.7451454990
다바669609,127.1297801280,36.7460469618
다바669610,127.1297757975,36.7469484244
다바669611,127.1297714669,36.7478498869
다바669612,127.1297671361,36.7487513493
다바669613,127.1297628051,36.7496528115
다바669614,127.1297584739,36.7505542736
다바669615,127.1297541426,36.7514557356
다바669616,127.1297498110,36.7523571974
다바669617,127.1297454792,36.7532586591
다바669618,127.1297411473,36.7541601207
다바669619,127.1297368151,36.7550615821
다바669620,127.1297324828,36.7559630433
다바669621,127.1297281503,36.7568645045
다바669622,127.1297238175,36.7577659655
다바669623,127.1297194846,36.7586674263
다바669624,127.1297151515,36.7595688871
다바669625,127.1297108182,36.7604703476
다바669626,127.1297064847,36.7613718081
다바669627,127.1297021510,36.7622732684
다바669628,127.1296978171,36.7631747286
다바669629,127.1296934830,36.7640761886
다바669630,127.1296891488,36.7649776485
다바669631,127.1296848143,36.7658791083
다바669632,127.1296804797,36.7667805679
다바669633,127.1296761448,36.7676820274
다바669634,127.1296718098,36.7685834867
다바669635,127.1296674745,36.7694849460
다바669636,127.1296631391,36.7703864050
다바669637,127.1296588035,36.7712878640
다바669638,127.1296544677,36.7721893228
다바669639,127.1296501317,36.7730907814
다바669640,127.1296457955,36.7739922400
다바669641,127.1296414591,36.7748936983
다바669642,127.1296371225,36.7757951566
다바669643,127.1296327857,36.7766966147
다바669644,127.1296284488,36.7775980727
다바669645,127.1296241116,36.7784995305
다바669646,127.1296197742,36.7794009882
다바669647,127.1296154367,36.7803024458
다바669648,127.1296110990,36.7812039032
다바669649,127.1296067610,36.7821053605
다바669650,127.1296024229,36.7830068177
다바669651,127.1295980846,36.7839082747
다바669652,127.1295937461,36.7848097316
다바669653,127.1295894074,36.7857111883
다바669654,127.1295850685,36.7866126449
다바669655,127.1295807294,36.7875141014
다바669656,127.1295763901,36.7884155577
다바669657,127.1295720506,36.7893170139
다바669658,127.1295677110,36.7902184699
다바669659,127.1295633711,36.7911199259
다바669660,127.1295590310,36.7920213816
다바669661,127.1295546908,36.7929228373
다바669662,127.1295503504,36.7938242928
다바669663,127.1295460097,36.7947257481
다바669664,127.1295416689,36.7956272034
다바669665,127.1295373279,36.7965286585
다바669666,127.1295329867,36.7974301134
다바669667,127.1295286453,36.7983315682
다바669668,127.1295243037,36.7992330229
다바669669,127.1295199619,36.8001344775
다바669670,127.1295156199,36.8010359319
다바669671,127.1295112777,36.8019373861
다바669672,127.1295069353,36.8028388403
다바669673,127.1295025928,36.8037402943
다바669674,127.1294982500,36.8046417481
다바669675,127.1294939071,36.8055432018
다바669676,127.1294895639,36.8064446554
다바669677,127.1294852206,36.8073461089
다바669678,127.1294808770,36.8082475622
다바669679,127.1294765333,36.8091490153
다바669680,127.1294721894,36.8100504684
다바669681,127.1294678453,36.8109519213
다바669682,127.1294635010,36.8118533740
다바669683,127.1294591565,36.8127548266
다바669684,127.1294548118,36.8136562791
다바669685,127.1294504669,36.8145577315
다바669686,127.1294461218,36.8154591837
다바669687,127.1294417766,36.8163606357
다바669688,127.1294374311,36.8172620877
다바669689,127.1294330855,36.8181635395
다바669690,127.1294287396,36.8190649911
다바669691,127.1294243936,36.8199664426
다바669692,127.1294200473,36.8208678940
다바669693,127.1294157009,36.8217693453
다바669694,127.1294113543,36.8226707964
다바669695,127.1294070075,36.8235722473
다바669696,127.1294026605,36.8244736982
다바669697,127.1293983133,36.8253751489
다바669698,127.1293939659,36.8262765994
다바669699,127.1293896183,36.8271780498
다바669700,127.1293852705,36.8280795001
다바669701,127.1293809225,36.8289809503
다바669702,127.1293765743,36.8298824003
다바669703,127.1293722260,36.8307838501
다바669704,127.1293678774,36.8316852999
다바669705,127.1293635287,36.8325867495
다바669706,127.1293591797,36.8334881989
다바669707,127.1293548306,36.8343896482
다바669708,127.1293504813,36.8352910974
다바669709,127.1293461318,36.8361925465
다바669710,127.1293417820,36.8370939954
다바669711,127.1293374321,36.8379954442
다바669712,127.1293330820,36.8388968928
다바669713,127.1293287317,36.8397983413
다바669714,127.1293243812,36.8406997896
다바669715,127.1293200306,36.8416012379
다바669716,127.1293156797,36.8425026859
다바669717,127.1293113286,36.8434041339
다바669718,127.1293069773,36.8443055817
다바669719,127.1293026259,36.8452070294
다바669720,127.1292982742,36.8461084769
다바669721,127.1292939224,36.8470099243
다바669722,127.1292895704,36.8479113716
다바669723,127.1292852181,36.8488128187
다바669724,127.1292808657,36.8497142657
다바669725,127.1292765131,36.8506157125
다바669726,127.1292721603,36.8515171592
다바669727,127.1292678073,36.8524186058
다바669728,127.1292634541,36.8533200522
다바669729,127.1292591007,36.8542214985
다바669730,127.1292547471,36.8551229447
